gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:mineralOccurrenceType,erl:commodity,erl:mineName,erl:geologicHistory,erl:hostGeologicUnit,erl:mineralDepositModel,erl:mineralOccurrenceShape,erl:explorationActivityType,erl:explorationActivityDuration,erl:explorationResult,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:mineralOccurrenceType_uri,erl:representativeCommodity_uri,erl:mine_uri,erl:hostGeologicUnit_uri,erl:mineralDepositModel_uri,erl:representativeAge_uri,erl:representativeOlderAge_uri,erl:representativeYoungerAge_uri,erl:specification_uri,erl:shape
ga.erl.mineraloccurrenceview.333710,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333710,Great Central,deposit,Copper,Great Central,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333710,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333710,POINT (139.9431989284 -20.91356013934816)
ga.erl.mineraloccurrenceview.333711,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333711,Mount Olive,deposit,"Copper, Gold",Mount Olive,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333711,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333711,POINT (139.8301946369 -20.441563933383307)
ga.erl.mineraloccurrenceview.333715,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333715,Bannockburn,deposit,Gold,Bannockburn,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Saracen Mineral Holdings Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333715,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333715,POINT (120.89339999999999 -28.458700023781425)
ga.erl.mineraloccurrenceview.333716,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333716,Highland Mary - Caledonia,deposit,Gold,Highland Mary - Caledonia,Carboniferous,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333716,,,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333716,POINT (142.25262958180002 -18.21742765827954)
ga.erl.mineraloccurrenceview.333717,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333717,Smith Creek,deposit,"Tin, Tungsten, Copper",Smith Creek,Late Paleozoic,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/tin,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333717,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333717,POINT (145.0285909119 -17.621282584371183)
ga.erl.mineraloccurrenceview.333718,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333718,Jundee Gold Project,deposit,Gold,Jundee Gold Project,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Northern Star Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333718,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333718,POINT (120.60409999999999 -26.372500020307243)
ga.erl.mineraloccurrenceview.333719,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333719,Redeemer,deposit,Gold,Redeemer,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Gold Fields Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333719,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333719,POINT (120.48470000000003 -28.062700023122567)
ga.erl.mineraloccurrenceview.333720,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333720,Westfield,deposit,Coal - black,Westfield,Cisuralian,,,,,,,method unknown,1000 metres,Altona Energy,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333720,,,http://resource.geosciml.org/classifier/ics/ischart/Cisuralian,http://resource.geosciml.org/classifier/ics/ischart/Cisuralian,http://resource.geosciml.org/classifier/ics/ischart/Cisuralian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333720,POINT (134.0333113255 -28.247118723629594)
ga.erl.mineraloccurrenceview.333721,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333721,Claude Hills,deposit,"Nickel, Cobalt, Iron",Claude Hills,Cenozoic,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333721,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333721,POINT (129.20092489000004 -26.002147019693474)
ga.erl.mineraloccurrenceview.333722,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333722,Black Creek,deposit,Iron,Black Creek,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333722,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333722,POINT (145.0010925259 -17.66214952511874)
ga.erl.mineraloccurrenceview.333723,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333723,Boxvale,deposit,Coal - black,Boxvale,,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333723,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333723,POINT (149.87605255749997 -25.687022078873134)
ga.erl.mineraloccurrenceview.333724,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333724,Copeton,deposit,"Diamond - undifferentiated, Diamond - gem and cheap gem, Diamond - industrial",Copeton,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333724,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333724,POINT (151.0344198463 -29.911928232877088)
ga.erl.mineraloccurrenceview.333725,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333725,Mount Coffin,deposit,Copper,Mount Coffin,Proterozoic,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333725,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333725,POINT (138.5179484527 -30.512266504650228)
ga.erl.mineraloccurrenceview.333726,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333726,Tarago,deposit,Iron,Tarago,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333726,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333726,POINT (149.6511778011 -35.06198333278926)
ga.erl.mineraloccurrenceview.333727,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333727,Rand North,deposit,Gold,Rand North,Archean,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333727,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333727,POINT (118.27090000000001 -27.11770002154721)
ga.erl.mineraloccurrenceview.333728,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333728,Winchester,deposit,Coal - black,Winchester,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333728,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333728,POINT (148.2121605715 -22.128715611728353)
ga.erl.mineraloccurrenceview.333729,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333729,Manningvale,deposit,Coal - black,Manningvale,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333729,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333729,POINT (151.5621630335 -27.281369368320046)
ga.erl.mineraloccurrenceview.333730,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333730,Bluebird East,deposit,Gold,Bluebird East,Archean,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333730,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333730,POINT (118.43829999999998 -26.716600020879174)
ga.erl.mineraloccurrenceview.333731,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333731,Freddo West,deposit,Gold,,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Metals X Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333731,POINT (121.389 -30.962200027870708)
ga.erl.mineraloccurrenceview.333732,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333732,Dargues Reef,deposit,"Gold, (Silver)",Dargues Reef,,,,,,,,method unknown,250 metres,Unity Mining Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333732,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333732,POINT (149.7471891243 -35.5382163467028)
ga.erl.mineraloccurrenceview.333735,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/333735,Janet Ivy,deposit,Gold,Janet Ivy,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Zijin Mining Group Company Ltd,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333735,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/333735,POINT (121.3834 -30.774500027571165)
