gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:mineralOccurrenceType,erl:commodity,erl:mineName,erl:geologicHistory,erl:hostGeologicUnit,erl:mineralDepositModel,erl:mineralOccurrenceShape,erl:explorationActivityType,erl:explorationActivityDuration,erl:explorationResult,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:mineralOccurrenceType_uri,erl:representativeCommodity_uri,erl:mine_uri,erl:hostGeologicUnit_uri,erl:mineralDepositModel_uri,erl:representativeAge_uri,erl:representativeOlderAge_uri,erl:representativeYoungerAge_uri,erl:specification_uri,erl:shape
ga.erl.mineraloccurrenceview.335524,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335524,Mangoola,deposit,Coal - black,Mangoola,Permian,,,,,,,method unknown,999 metres,Glencore Plc,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335524,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335524,POINT (150.6699870017 -32.29684365505156)
ga.erl.mineraloccurrenceview.335525,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335525,Ely,deposit,Bauxite,Ely,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/bauxite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335525,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335525,POINT (141.9 -12.364000002657416)
ga.erl.mineraloccurrenceview.335526,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335526,Bendigo - Kangaroo Flat,deposit,Gold,Bendigo - Kangaroo Flat,Ordovician,,,,,,,satellite image,500 metres,GBM Gold Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335526,,,http://resource.geosciml.org/classifier/ics/ischart/Ordovician,http://resource.geosciml.org/classifier/ics/ischart/Ordovician,http://resource.geosciml.org/classifier/ics/ischart/Ordovician,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335526,POINT (144.2606 -36.79480003601273)
ga.erl.mineraloccurrenceview.335527,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335527,Rising Tide,deposit,Gold,Rising Tide,Paleoproterozoic,,,,,,,"State or NT agency supplied location, method unknown",999 metres,Newmarket Gold Inc,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335527,,,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335527,POINT (131.42519999999996 -13.449100003434435)
ga.erl.mineraloccurrenceview.335528,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335528,Jinkas Hill,deposit,Gold,Jinkas Hill,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335528,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335528,POINT (117.90809999999999 -33.5434000317988)
ga.erl.mineraloccurrenceview.335529,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335529,Witchcliffe,deposit,"Ilmenite, Zircon, (Leucoxene, Garnet, Rutile)",Witchcliffe,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335529,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335529,POINT (115.128998 -34.02711503248541)
ga.erl.mineraloccurrenceview.335530,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335530,Flynns Creek,deposit,Coal - brown,Flynns Creek,Cenozoic,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/brown-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335530,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335530,POINT (146.65000000000003 -38.2400000375336)
ga.erl.mineraloccurrenceview.335531,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335531,Hummock Hill Island,deposit,"Rutile, Zircon, Ilmenite",Hummock Hill Island,Quaternary,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/rutile,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335531,,,http://resource.geosciml.org/classifier/ics/ischart/Quaternary,http://resource.geosciml.org/classifier/ics/ischart/Quaternary,http://resource.geosciml.org/classifier/ics/ischart/Quaternary,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335531,POINT (151.4999844899 -24.02684109777551)
ga.erl.mineraloccurrenceview.335532,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335532,Maxwell (Drayton),deposit,Coal - black,Maxwell (Drayton),Cisuralian,,,,,,,method unknown,2000 metres,Malabar Coal Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335532,,,http://resource.geosciml.org/classifier/ics/ischart/Cisuralian,http://resource.geosciml.org/classifier/ics/ischart/Cisuralian,http://resource.geosciml.org/classifier/ics/ischart/Cisuralian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335532,POINT (150.9112534865 -32.34728150182827)
ga.erl.mineraloccurrenceview.335533,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335533,Pearl,deposit,Copper,Pearl,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335533,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335533,POINT (140.0261965042 -20.857559686868463)
ga.erl.mineraloccurrenceview.335534,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335534,Anglesea,deposit,Coal - brown,Anglesea,Cenozoic,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/brown-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335534,,,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://resource.geosciml.org/classifier/ics/ischart/Cenozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335534,POINT (144.1699616529 -38.391750970378844)
ga.erl.mineraloccurrenceview.335535,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335535,OK Decline,deposit,Gold,OK Decline,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Norseman Gold PLC,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335535,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335535,POINT (121.78489999999998 -32.21860002983223)
ga.erl.mineraloccurrenceview.335536,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335536,Wilkie Creek,deposit,Coal - black,Wilkie Creek,Middle Jurassic,,,,,,,"State or NT agency supplied location, method unknown",50 metres,Peabody Energy,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335536,,,http://resource.geosciml.org/classifier/ics/ischart/MiddleJurassic,http://resource.geosciml.org/classifier/ics/ischart/MiddleJurassic,http://resource.geosciml.org/classifier/ics/ischart/MiddleJurassic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335536,POINT (150.96076938999997 -27.042269461421494)
ga.erl.mineraloccurrenceview.335537,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335537,Zoe,deposit,Gold,Zoe,,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335537,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335537,POINT (117.917656 -23.43707101554113)
ga.erl.mineraloccurrenceview.335538,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335538,Broadmeadow,deposit,Coal - black,Broadmeadow,Permian,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335538,,,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://resource.geosciml.org/classifier/ics/ischart/Permian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335538,POINT (148.1524450428 -21.807610299448886)
ga.erl.mineraloccurrenceview.335539,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335539,Tunkillia,deposit,"Gold, Silver",Tunkillia,Proterozoic,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335539,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335539,POINT (134.759801 -31.22850202829306)
ga.erl.mineraloccurrenceview.335540,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335540,Flag - Kundip,deposit,"Gold, Copper, Silver",Flag - Kundip,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,ACH Global Pty Ltd.,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335540,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335540,POINT (120.20019999999997 -33.68500003200166)
ga.erl.mineraloccurrenceview.335541,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335541,Callies,deposit,Gold,Callies,Proterozoic,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Metals X Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335541,,,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://resource.geosciml.org/classifier/ics/ischart/Proterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335541,POINT (118.35509999999998 -25.338800018600658)
ga.erl.mineraloccurrenceview.335542,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335542,Cundaline Gap,deposit,"Iron ore, (Iron)",Cundaline Gap,,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335542,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335542,POINT (120.23330000000001 -20.583300011281302)
ga.erl.mineraloccurrenceview.335543,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335543,Robinson Range (Alchemy Resources),deposit,"Iron ore, (Iron)",Robinson Range (Alchemy Resources),,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335543,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335543,POINT (118.99765000000001 -25.718300019224696)
ga.erl.mineraloccurrenceview.335544,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335544,Wittenoom,deposit,Iron,Wittenoom,Precambrian,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335544,,,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335544,POINT (118.3682996837 -22.77295267260822)
ga.erl.mineraloccurrenceview.335545,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335545,Mitchells Creek,deposit,"Gold, Silver",Mitchells Creek,Carboniferous,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335545,,,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://resource.geosciml.org/classifier/ics/ischart/Carboniferous,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335545,POINT (148.9929981979 -32.44967005148353)
ga.erl.mineraloccurrenceview.335546,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335546,Genesis,deposit,Gold,Genesis,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Gold Fields Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335546,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335546,POINT (120.49699999999997 -27.97840002298214)
ga.erl.mineraloccurrenceview.335548,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335548,Weld Range Nickel,deposit,"Nickel, Cobalt, (Iron, Chromium, Platinum, Palladium, Platinum group elements, Gold)",Weld Range Nickel,Precambrian,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335548,,,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335548,POINT (117.7058484322 -26.85756421611381)
ga.erl.mineraloccurrenceview.335549,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335549,Marsden,deposit,"Copper, Gold",Marsden,Paleozoic,,,,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335549,,,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335549,POINT (147.542798 -33.73738703207632)
ga.erl.mineraloccurrenceview.335550,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335550,Mandilla,deposit,Gold,Mandilla,Archean,,,,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335550,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335550,POINT (121.51839 -31.374750028523614)
ga.erl.mineraloccurrenceview.335551,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335551,Roe,deposit,Gold,Roe,Archean,,,,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335551,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335551,POINT (118.15667 -20.899372011727944)
ga.erl.mineraloccurrenceview.335553,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335553,Eneabba,deposit,Coal - black,Eneabba,,,,,,,,method unknown,1000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/black-coal,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335553,,,,,,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335553,POINT (115.2265 -29.92362002619615)
ga.erl.mineraloccurrenceview.335554,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335554,Broken Hill,deposit,"Zinc, Lead, Silver, (Cadmium, Gold, Copper)",Broken Hill,Paleoproterozoic,,,,,,,method unknown,25 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335554,,,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335554,POINT (141.465 -31.966500029445363)
ga.erl.mineraloccurrenceview.335555,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335555,Golden Mile - associated deposits,deposit,Gold,Golden Mile - associated deposits,Archean,,,,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335555,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335555,POINT (121.51050000000002 -30.784000027586348)
ga.erl.mineraloccurrenceview.335556,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335556,Mount Fisher Au,deposit,Gold,Mount Fisher Au,Archean,,,,,,,"State or NT agency supplied location, method unknown",500 metres,Rox Resources Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335556,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335556,POINT (121.48549999999999 -26.846000021094554)
ga.erl.mineraloccurrenceview.335557,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335557,Mount Weld,deposit,"Rare earth oxides, (Phosphorous oxide, Niobium pentoxide, Zirconia, Tantalum pentoxide, Yttrium oxide, Phosphate, Phosphorous, Niobium, Tantalum, Rare earth elements, Titanium dioxide)",Mount Weld,Paleoproterozoic,,,,,,,method unknown,100 metres,Lynas Corporation Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/rare-earth-oxide,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335557,,,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335557,POINT (122.54752272329999 -28.859948609947086)
ga.erl.mineraloccurrenceview.335558,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335558,Scotia,deposit,Gold,Scotia,Archean,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335558,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335558,POINT (121.79226649 -32.467872502311046)
ga.erl.mineraloccurrenceview.335559,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335559,Yakabindie (BHP),deposit,"Nickel, Copper, Cobalt",Yakabindie (BHP),Archean,,,,,,,method unknown,100 metres,BHP Billiton Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335559,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335559,POINT (120.57752737720001 -27.45549090521039)
ga.erl.mineraloccurrenceview.335560,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335560,Zeehan Mineral Field,deposit,"Zinc, Indium, Lead, (Silver, Copper, Tin, Antimony)",Zeehan Mineral Field,Devonian,,,,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335560,,,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://resource.geosciml.org/classifier/ics/ischart/Devonian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335560,POINT (145.3260089776 -41.872027310476405)
ga.erl.mineraloccurrenceview.335561,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335561,Orebody 29,deposit,Iron,Orebody 29,Precambrian,,,,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335561,,,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://resource.geosciml.org/classifier/ics/ischart/Precambrian,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335561,POINT (119.70383000000001 -23.38226001545507)
ga.erl.mineraloccurrenceview.335562,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335562,Cannington,deposit,"Lead, Silver, Zinc, (Bismuth, Antimony)",Cannington,Paleoproterozoic,,,,,,,"State or NT agency supplied location, method unknown",500 metres,BHP Billiton Limited,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335562,,,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://resource.geosciml.org/classifier/ics/ischart/Paleoproterozoic,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335562,POINT (140.9199 -21.865800013135313)
ga.erl.mineraloccurrenceview.335563,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineraloccurrenceview/335563,Rothsay,deposit,Gold,Rothsay,Archean,,,,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mineral-occurrence-type/deposit,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,http://pid.geoscience.gov.au/id/feature/ga/er/mine/335563,,,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://resource.geosciml.org/classifier/ics/ischart/Archean,http://pid.geoscience.gov.au/id/feature/ga/er/mineraloccurrence/335563,POINT (116.8736702692 -29.28876953505542)
